url,destLabel,destinationLabelId,MHID
/hotel-osuna-madrid-spain,Spain,11101,44428
/hotel-principe-pio-madrid-spain,Spain,11101,44430
/hotel-petit-palace-londres-madrid-spain,Spain,11101,44433
/hotel-catalonia-las-cortes-madrid-spain,Spain,11101,44434
/hotel-nh-eurobuilding-madrid-spain,Spain,11101,44435
/hotel-nh-prisma-madrid-spain,Spain,11101,44436
/hotel-holiday-inn-madrid-piramides-madrid-spain,Spain,11101,44439
/hotel-tryp-menfis-madrid-spain,Spain,11101,44444
/hotel-senator-gran-via-70-spa-madrid-spain,Spain,11101,44445
/hotel-select-executive-florence-italy,Italy,10234,44448
