Mhid,TA,StarRating
46575,2136580,4
46579,316135,2
46582,584054,3
46585,2274745,5
46588,6394853,5
46589,6555035,4
46595,0,5
46599,320138,5
46604,775428,4
46616,638707,4
46618,786173,2
46619,0,4
46627,946790,3
46628,0,3
46631,780043,5
46635,2509533,3
46643,296310,5
46644,298891,4
46646,298907,4
46649,549472,5
46651,530509,3
46660,304601,5
46662,6610474,3
46663,301057,5
46664,675437,4
46675,3700591,5
46683,665432,4
46692,295618,5
46709,1073374,5
46712,301274,5
46714,1739445,3
46715,1145345,3
46719,1144428,3
46720,1128017,4
46721,482572,5
46722,1128370,4
46725,6204735,5
46732,2658248,3
46733,3813904,4
46740,4573985,5
46743,3559107,4
46750,0,3
46756,508214,2
46758,507732,3
46778,5526443,4
46780,500597,3
46783,3806141,4
46784,2651880,4
46786,1784590,3
46788,680571,3
46800,8040980,4
46802,946906,4
46804,4700820,3
46814,5427945,3
46815,6539725,5
46821,508161,4
46822,295121,4
46825,5786213,5
46827,507985,5
46833,1065002,2
46835,549472,5
46836,0,3
46839,5991441,5
46841,7396350,5
46853,3256025,2
46855,3350807,5
46859,4161750,4
46866,0,4
46870,304618,4
46872,1180651,4
46873,647856,5
46877,4859740,3
46879,5548832,5
46881,7032327,4
46884,1166801,5
46886,628847,5
46887,8529573,5
46911,1228340,4
46913,508229,4
46915,506653,2
46921,529097,3
46923,507733,3
46930,508075,3
46957,284272,4
46960,228642,4
46962,0,3
46987,633539,4
47003,506847,4
47011,231505,4
47012,1974195,3
47016,267537,5
47018,573366,2
47033,6116804,3
47079,569559,2
47088,573071,1
47090,505234,4
47091,580641,3
47106,238903,5
47113,2261625,3
47131,324609,2
47151,0,1
47187,629097,4
47268,288584,4
47277,670991,1
47310,948382,3
47319,619634,2
47325,286697,4
47326,264164,3
47333,2230207,4
47337,315099,3
47349,0,4
47351,0,4
47354,292184,3
47364,1754676,4
47402,1674710,4
47406,320931,4
47408,1646972,2
47410,645771,3
47415,634079,4
47418,206788,3
47420,1178266,3
47422,508204,3
47426,620475,3
47435,1211015,3
47440,642882,4
47443,264903,4
47444,264900,3
47446,297042,3
47466,1191537,2
47486,1456254,5
47490,1191097,3
47496,575718,5
47497,4092412,5
47521,1936989,5
47525,4114901,5
47526,502317,3
47544,4504600,3
47547,2615221,3
47551,571685,4
47556,1501995,5
47557,499778,3
47568,272865,3
47588,288052,4
47609,287002,3
47616,566334,2
47619,581334,2
47620,272981,3
47622,290676,4
47625,281946,4
47635,232325,3
47636,3526884,5
47637,2095235,4
47638,229479,4
47639,288850,4
47641,4345724,4
47643,283029,4
47644,4156102,3
47658,262512,4
47672,579326,2
47683,202851,5
47685,229106,4
47686,194975,5
47688,2340336,5
47689,232932,4
47694,2085252,4
47695,229048,4
47700,232923,3
47703,1382350,4
47708,1477827,5
47716,1123466,3
47727,4939614,2
47730,664281,4
47739,301523,4
47742,566714,3
47743,1200734,4
47745,5598373,4
47747,0,5
47750,232489,4
47752,229660,4
47754,197404,3
47755,260514,4
47756,1765641,4
47757,197371,4
47758,233311,3
47759,3161898,3
47760,565821,3
47764,1490560,3
47766,534820,4
47769,289828,3
47772,0,4
47773,1211709,4
47774,287147,2
47779,1221615,3
47782,674577,3
47784,319557,3
47789,656544,4
47791,197539,4
47792,232529,3
47794,0,3
47795,2322662,5
47796,269104,3
47799,207665,4
47800,1176843,4
47801,228696,4
47802,228757,3
47804,233593,5
47805,1812740,3
47806,599275,4
47807,0,3
47808,593280,3
47809,229527,4
47810,188729,5
47811,207787,3
47815,264890,3
47816,603072,3
47817,254593,2
47818,319561,3
47820,228758,3
47821,197447,3
47822,229554,3
47823,228726,3
47824,1065159,3
47825,253115,3
47826,1986355,3
47828,197589,3
47831,1986177,2
47832,197540,4
47834,188730,5
47835,197683,3
47836,1236762,4
47837,196827,3
47838,11963840,3
47839,197587,3
47840,229556,4
47841,313060,3
47842,189799,4
47844,529451,2
47845,198059,3
47846,229528,4
47848,242969,2
47849,188739,4
47850,596477,3
47851,197493,3
47852,228785,3
47854,228821,3
47858,188980,4
47862,228719,4
47863,233733,3
47866,228835,4
47867,207838,4
47869,581679,1
47872,283410,3
47875,262120,5
47876,233728,3
47877,1067351,2
47878,263657,3
47881,197422,4
47882,307776,3
47883,197583,4
47884,189699,5
47886,228754,3
47890,207792,5
47891,233767,3
47894,253118,3
47895,197681,3
47896,250928,5
47903,228713,3
47904,228689,4
47905,197578,4
47912,1959562,5
47916,483116,4
47922,595754,4
47923,578482,2
47926,276931,2
47934,259883,4
47935,639214,2
47942,478651,4
47944,497732,3
47946,614397,3
47955,650621,3
47956,530473,3
47957,263019,4
47958,612025,3
47962,529965,4
47965,236058,5
47966,238484,4
47968,230416,4
47969,543135,4
47970,0,5
47976,264905,3
47982,611461,4
47986,206949,3
47987,1176199,3
47992,281194,3
47993,291593,4
48001,629103,3
48010,1448435,3
48012,264597,3
48017,1057391,4
48018,278196,4
48019,233892,3
48020,472033,3
48021,233902,4
48024,202706,4
48036,239006,2
48038,229066,4
48040,1948936,4
48041,555225,4
48042,1527295,4
48044,289202,3
48046,202709,3
48047,202718,4
48049,229001,4
48051,4092443,4
48053,1119774,4
48057,952649,4
48060,202737,3
48061,275949,4
48063,269264,4
48072,809807,4
48073,235895,3
48074,202710,3
48075,239486,3
48076,615183,5
48080,202722,3
48082,202712,4
48083,272565,4
48084,234789,3
48085,234375,4
48094,281940,4
48095,265282,4
48101,543487,4
48105,231267,3
48113,233928,4
48114,1878371,4
48116,233144,4
48117,228923,4
48122,613252,4
48134,190694,5
48161,1111097,3
48166,316744,5
48167,625681,5
48184,0,4
48187,581784,5
48198,668611,4
48202,612334,3
48204,631324,3
48207,650029,3
48208,629027,3
48209,557154,3
48213,629488,3
48214,665050,5
48216,469526,4
48217,2054011,3
48221,487121,4
48222,846709,4
48227,878609,4
48228,2262050,4
48231,1056617,4
48232,785472,3
48233,1141819,3
48241,1738040,4
48259,316912,3
48268,288213,3
48275,502147,3
48279,1073550,3
48280,0,5
48281,3353966,2
48282,5994008,2
48288,618295,4
48294,557027,4
48297,1226631,3
48308,1488202,3
48310,557025,2
48315,0,2
48318,1184669,2
48321,3484635,3
48324,1193356,3
48336,573934,4
48346,535116,4
48351,566369,5
48352,1014153,2
48353,289668,3
48354,5003380,3
48369,500221,3
48374,642479,2
48379,673639,3
48389,262433,2
48402,952231,3
48417,284399,4
48436,272879,3
48443,3621925,4
48444,1568295,3
48445,637940,4
48447,5303013,4
48448,1638490,4
48453,299667,5
48461,3569813,5
48465,572454,3
48468,313884,4
48470,1005302,5
48481,1719817,4
48483,613300,4
48494,3485467,4
48495,4326734,4
48496,276528,3
48502,619505,4
48503,280309,3
48515,506318,4
48517,581381,4
48522,2070748,3
48523,2420982,4
48528,149801,3
48532,218484,4
48533,0,3
48535,205787,4
48536,233480,4
48538,1217255,4
48539,195056,4
48540,1412937,4
48541,1887163,4
48543,0,3
48563,235867,5
48664,206908,4
48665,229438,3
48667,206383,4
48669,1728178,4
48670,646795,2
48674,251384,3
48685,248534,3
48692,197213,3
48697,1067555,3
48698,231039,3
48700,207539,4
48705,456599,3
48709,231041,3
48722,543560,3
48723,669733,4
48724,202910,4
48728,650922,4
48730,4495371,4
48733,202902,4
48739,239233,4
48741,622467,3
48745,1469336,2
48747,199631,4
48748,228302,3
48749,1093398,4
48750,199679,4
48751,201865,3
48753,199652,4
48754,614377,4
48764,1189358,3
48767,573828,5
48770,2522485,3
48771,499783,3
48776,529064,3
48777,529067,3
48782,227462,4
48783,231549,3
48784,1077328,3
48808,500594,4
48812,530489,4
48823,1234433,5
48833,666817,2
48838,2537229,2
48840,291104,4
48900,289104,5
48913,264316,3
48927,1141019,5
48946,1989764,2
48959,1402687,1
48992,2293540,3
48995,4353451,3
49058,3975698,4
49082,1635997,3
49084,1143843,2
49097,531032,4
49108,232726,4
49136,3944888,4
49147,315272,3
49148,622768,3
49157,627223,3
49158,317236,4
49185,1016639,4
49207,292107,4
49215,670944,1
49218,944943,4
49232,1756741,5
49239,316502,5
49249,0,5
49250,6663918,5
49258,4187044,4
49272,314855,3
49275,264546,3
49283,1086740,4
49287,278290,3
49296,651332,4
49297,235871,3
49298,235884,2
49301,239489,2
49303,286572,3
49307,4976531,1
49308,291509,4
49310,237378,3
49314,278200,3
49320,249116,3
49332,198785,4
49337,241741,3
49345,296854,2
49347,1547281,4
49356,587028,2
49358,487388,3
49365,0,4
49370,4961469,5
49382,292721,1
49387,4041686,2
49392,248455,5
49418,2371583,3
49463,264416,4
49464,5606132,3
49471,0,2
49472,231500,3
49473,1537372,3
49486,668946,5
49500,4582981,3
49506,254447,4
49516,1178255,2
49550,2261980,1
49564,502152,1
49572,535734,3
49576,614955,3
49603,1109338,2
49617,618752,5
49623,586893,4
49635,505533,5
49671,2348531,2
49678,1179994,2
49688,0,2
49713,238921,4
49722,1171184,2
49727,290712,4
49760,946006,2
49772,483649,3
49790,4297214,4
49791,264248,3
49803,0,4
49826,236960,2
49833,737040,3
49834,315058,3
49849,1212155,3
49862,501690,4
49866,0,3
49881,1012594,3
49883,3538551,3
49899,534895,4
49909,5827955,3
49913,5889509,3
49941,1053381,4
49962,644709,2
49970,668617,2
49996,1153266,3
50002,0,4
50028,275303,3
50050,0,4
50052,614550,3
50054,280542,3
50073,557173,4
50101,280579,3
50151,240868,4
50170,576632,4
50173,483867,3
50175,1392141,3
50176,272791,3
50178,272926,4
50185,592000,3
50204,500229,4
50205,576988,2
50213,289842,1
50219,267179,4
50242,1423246,2
50245,1174894,3
50259,3540235,2
50264,1722409,4
50269,585140,2
50294,508257,3
50300,0,3
50304,242975,5
50322,585620,3
50328,1158629,3
50331,1819121,4
50342,206923,3
50344,3356650,4
50348,275966,2
50360,4978065,4
50365,0,3
50386,508064,2
50420,239185,4
50439,506158,4
50441,498018,4
50453,581677,2
50462,234574,4
50465,1091919,4
50472,208596,3
50475,238919,4
50476,506652,3
50483,4323634,4
50484,7062280,4
50491,1597580,4
50504,229884,4
50542,290463,1
50558,500707,3
50561,285139,3
50570,1482940,4
50571,587285,1
50575,228648,4
50576,1192327,4
50582,549454,4
50583,254869,3
50585,559387,4
50596,190616,5
50601,2545026,3
50606,634325,4
50607,231504,4
50608,501108,4
50610,229871,4
50613,603788,4
50619,239522,3
50622,3562941,1
50625,3533952,1
50628,237157,3
50629,239529,2
50631,1931533,5
50633,1114593,4
50636,250783,3
50640,1141231,4
50641,2427317,4
50643,234572,4
50648,655536,5
50649,2062882,4
50651,1077341,5
50664,0,2
50671,507922,2
50674,0,4
50678,2627846,3
50694,590320,2
50706,1155326,3
50735,500705,3
50779,0,4
50785,572537,4
50792,530154,3
50813,287408,2
50822,287406,3
50823,238901,3
50829,237079,4
50833,1145288,5
50840,266128,5
50842,487541,4
50902,288100,3
50950,669964,2
50954,0,2
50958,499032,4
50962,568871,3
50985,290985,4
51003,5039429,3
51026,1224191,2
51032,507700,1
51034,287893,3
51036,656967,3
51040,500879,2
51043,5962526,5
51054,1176883,4
51055,289515,3
51065,506845,4
51067,487648,3
51085,1148401,4
51086,576609,3
51142,0,4
51165,642368,2
51175,314579,2
51176,675159,3
51224,506201,4
51231,565183,4
51234,0,4
51235,232713,2
51241,228618,4
51242,266116,5
51243,1732236,3
51245,237006,3
51251,281114,3
51267,289419,2
51269,1231003,4
51279,275116,4
51281,574787,4
51284,615963,4
51285,228501,4
51286,249004,4
51288,662558,4
51294,228660,4
51295,240863,4
51298,502298,3
51307,0,3
51311,530471,4
51312,1216895,4
51313,275122,3
51315,1523464,4
51325,573397,3
51341,6886231,2
51343,3171049,4
51398,3579321,4
51406,1984056,4
51451,289388,4
51492,281189,3
51548,2371545,5
51556,4361961,5
51558,0,5
51560,2554257,4
51561,2555801,3
51568,543375,4
51569,2554998,5
51571,294949,5
51573,4054275,5
51579,296904,3
51580,1631021,4
51597,2309571,4
51598,1980393,4
51600,1441812,3
51605,301906,5
51608,1907500,4
51611,2409384,3
51614,2545420,3
51615,572187,4
51618,0,4
51619,234234,4
51634,574839,4
51646,486876,5
51649,1412313,4
51651,320655,4
51658,1012049,4
51673,660299,3
51677,265384,3
51678,264576,3
51679,228888,4
51680,653327,3
51683,661195,2
51695,1899314,5
51696,597736,4
51697,619278,4
51709,1128463,3
51710,3219708,3
51717,289558,5
51721,0,4
51766,574893,3
51780,229435,4
51783,2294830,4
51785,3874679,5
51786,775589,4
51787,947047,5
51789,3323582,5
51796,1840686,4
51797,229300,3
51798,320254,4
51801,229312,3
51803,295656,4
51807,315108,4
51811,234798,4
51812,229436,5
51813,1676303,4
51825,1465325,4
51847,268861,4
51848,217385,3
51849,88196,4
51850,115389,4
51903,633373,3
51904,1385850,4
51906,295478,2
51912,292835,4
51914,0,4
51919,500856,2
51920,6582978,2
51923,1160127,3
51924,506878,3
51928,566628,4
51951,535271,3
51956,259323,2
51975,5447880,2
51988,596801,2
51991,279009,4
52007,281132,4
52008,652778,3
52012,2321007,3
52055,8670915,2
52065,535553,3
52073,2017563,4
52083,234583,4
52086,1810136,5
52092,575638,2
52116,0,3
52126,0,4
52137,6420518,3
52146,600110,3
52147,583706,2
52150,2083472,3
52157,518051,4
52170,2524137,4
52178,1226339,3
52179,624202,2
52180,259471,4
52181,2260131,1
52195,1162859,2
52215,3370032,1
52230,0,3
52238,530761,1
52253,3804275,1
52254,645272,1
52274,273110,3
52289,1126090,3
52294,754005,2
52298,677495,1
52302,0,2
52309,677046,3
52310,0,2
52346,324583,3
52355,530904,1
52379,572571,3
52381,0,1
52407,611436,1
52420,596896,5
52436,482688,3
52443,507631,2
52445,4096359,3
52461,1160640,1
52500,2267197,4
52531,0,3
52537,507940,3
52545,1507238,2
52548,0,4
52561,290318,2
52573,1054929,3
52577,655703,3
52578,789636,3
52596,500961,5
52607,0,4
52609,1498365,3
52612,498371,3
52621,569322,1
52648,1542713,1
52656,577777,4
52673,5982766,1
52676,571697,4
52680,4598476,2
52685,1228197,4
52692,1012893,3
52707,291016,4
52709,0,4
52762,267482,4
52785,581315,3
52798,6620240,1
52812,274667,4
52817,228482,4
52818,195187,3
52819,565133,4
52820,8621689,3
52821,259293,4
52822,629105,2
52823,578359,4
52825,668982,2
52830,616963,2
52835,2217930,4
52837,1414921,4
52841,1873421,3
52842,3370571,1
52843,3158003,2
52844,317684,2
52860,1084153,3
52867,298878,4
52870,1367564,4
52875,1131046,4
52886,8652817,3
52899,6073201,5
52901,4474810,5
52902,2280190,4
52905,3513941,5
52930,3892280,5
52932,6213592,5
52934,2097630,3
52946,314715,3
52964,6401562,5
52971,3677443,4
52973,661921,4
52976,500598,3
52986,295125,4
52999,295127,4
53005,5990337,3
53014,1180632,2
53040,3807476,4
53043,0,5
53045,249147,2
53047,4591332,4
53064,2587963,2
53065,632356,5
53068,1078157,1
53075,3157882,5
53078,2272425,3
53080,1226805,3
53087,502452,4
53106,734400,4
53109,613191,4
53115,3686400,4
53130,1036496,4
53139,500583,4
53160,506999,3
53168,535296,4
53169,282911,4
53172,3237741,3
53180,580008,3
53191,3335156,2
53193,1045147,3
53210,6648478,3
53216,278996,4
53222,0,2
53224,1492634,2
53227,572715,3
53230,1993033,2
53234,1145852,3
53237,566647,2
53253,482590,2
53255,793534,2
53256,280863,3
53257,568501,4
53258,278905,3
53261,574053,3
53263,228471,4
53264,1145298,3
53276,630615,3
53278,571083,4
53281,0,4
53318,1422146,3
53332,580046,3
53336,1022996,3
53347,566361,3
53371,579017,4
53379,0,3
53381,0,4
53402,945773,2
53417,507828,2
53482,250800,4
53484,579014,4
53485,272724,4
53487,231576,5
53488,282168,5
53490,241877,3
53497,231494,2
53501,250777,3
53532,238582,5
53614,289393,3
53644,507018,4
53645,320940,3
53657,567469,1
53669,0,3
53673,573802,2
53674,497798,4
53682,581254,4
53683,571291,3
53700,628992,4
53704,289102,4
53718,500267,4
53725,590306,4
53744,240873,4
53755,240872,4
53760,508081,4
53797,507885,3
53811,6628003,3
53889,231661,4
53907,3850791,3
53925,0,3
53931,1432163,4
53934,253469,4
53942,314884,2
53993,530114,2
54007,1549147,2
54011,497831,4
54012,1168331,3
54017,230833,4
54021,584099,2
54022,287961,3
54024,286605,3
54038,500585,3
54045,314880,4
54067,5827955,3
54069,287710,3
54074,0,4
54082,320753,3
54084,1013588,4
54086,207110,4
54088,591987,2
54105,599028,2
54156,2655421,2
54162,5485740,3
54226,4921280,1
54231,673959,2
54232,680864,4
54241,549385,4
54246,653309,2
54249,7736513,2
54251,254197,3
54254,615277,3
54257,0,3
54258,645735,3
54261,2316414,4
54267,4317977,4
54278,1197589,3
54279,3151719,3
54289,2257951,3
54291,295816,4
54304,288626,1
54305,1167421,2
54306,650399,2
54310,2632320,3
54312,8815428,1
54314,667292,3
54317,316490,3
54319,1898753,2
54323,3994023,3
54324,2430440,2
54325,283437,3
54326,620311,3
54335,531032,5
54342,653439,2
54357,647756,4
54360,4432531,5
54364,1788056,3
54379,661357,4
54389,622669,4
54398,0,4
54402,278257,4
54403,533932,4
54413,6434598,4
54417,653094,4
54456,262086,4
54457,535592,4
54470,250798,4
54472,4717641,5
54479,290454,3
54484,295927,5
54488,6938889,5
54509,282741,4
54512,1057646,2
54516,1510402,1
54517,0,2
54521,594939,2
54524,675157,3
54526,7053728,4
54529,232809,3
54532,1128001,1
54536,4458138,5
54541,304798,4
54545,3177309,3
54546,1828491,3
54548,4087713,4
54549,295160,3
54551,1740552,3
54552,234301,3
54554,943674,3
54556,190151,3
54558,294910,4
54563,1804308,5
54565,278997,4
54567,296579,3
54570,1456544,4
54575,573488,4
54577,1754948,3
54584,278153,4
54589,264932,3
54601,0,4
54607,1591790,5
54649,7914496,4
54666,249518,4
54667,568595,3
54669,289510,3
54690,228523,4
54693,3626302,1
54694,3395293,4
54696,3427826,1
54697,1153139,2
54700,292498,3
54720,228663,4
54721,272885,3
54725,292389,3
54730,5413278,4
54733,234308,3
54735,230841,4
54739,228582,4
54746,289421,4
54750,548451,5
54754,195739,5
54756,282996,3
54758,190161,5
54759,569319,4
54761,230452,3
54763,1145776,3
54764,1744268,4
54765,589532,4
54772,498185,4
54773,315113,4
54776,234288,3
54779,289298,2
54780,231637,4
54784,232827,3
54788,500905,4
54790,567658,4
54794,505395,4
54797,232124,4
54801,570431,4
54806,526786,4
54807,566532,4
54808,575685,3
54809,561449,3
54810,289052,4
54813,597370,4
54814,196077,4
54818,240876,4
54823,6898886,2
54824,2259706,3
54825,273808,2
54867,229494,5
54952,2256235,3
54955,1184141,3
54958,496111,5
54966,1454134,5
54972,966889,3
54973,231642,3
54977,234303,3
54982,565272,3
54983,501875,4
54985,1210673,4
54987,259344,3
54989,582117,3
54990,262307,3
54993,2226885,4
54994,260571,4
55014,232811,3
55016,626823,4
55017,501883,4
55018,259352,3
55019,246870,4
55023,949909,3
55039,262301,3
55042,3208385,2
55046,1958250,4
55047,1054885,3
55051,227453,4
55055,283572,4
55080,2188557,3
55081,1214113,3
55084,632179,2
55088,2260772,1
55095,659346,4
55099,300788,3
55100,1174501,1
55105,631306,2
55108,1816001,2
55111,641336,4
55122,3722055,3
55128,1008422,3
55131,547438,2
55137,1856910,4
55140,1902688,4
55143,665250,4
55145,581812,4
55146,950427,4
55151,950425,3
55154,1475454,2
55157,663329,2
55158,3909911,4
55167,535716,3
55186,3491595,2
55191,3922457,4
55196,4719800,4
55199,1190502,3
55201,1563930,2
55210,228568,4
55215,1108015,2
55222,2529790,3
55223,3167693,3
55232,601448,4
55236,316375,3
55239,1178134,3
55243,2034671,3
55245,1475720,2
55250,602445,4
55263,2036392,3
55299,657318,3
55314,662185,3
55331,4976118,4
55356,1860316,3
55375,1975165,3
55380,664488,3
55396,1194611,3
55400,1510513,3
55409,1022410,3
55430,7060593,3
55450,3506461,3
55459,239360,4
55464,611959,4
55466,278216,4
55493,1169152,2
55505,795823,3
55514,3321250,3
55591,1197251,3
55595,1673190,2
55599,1465549,3
55651,232737,3
55689,4105695,4
55694,3298291,4
55723,655331,3
55730,1436583,3
55731,234244,4
55742,229297,4
55757,1754262,5
55763,0,4
55768,250765,4
55772,231477,4
55776,312551,4
55786,5547697,3
55790,480917,4
55791,4480187,3
55797,296351,3
55799,1205092,3
55805,236997,2
55809,3411497,2
55810,663329,2
55814,665525,2
55816,1178252,3
55859,3160812,2
55861,2651469,1
55872,4480774,3
55875,229445,3
55877,237177,2
55878,626219,1
55879,5240328,3
55883,5478139,2
55889,5989776,2
55892,5556355,3
55894,647681,3
55900,3438558,2
55904,1880186,5
55905,0,4
55907,2641038,5
55908,632952,3
55952,576207,4
55958,1019921,4
55959,6673949,4
55966,1016884,4
55968,1776549,5
55969,3463608,3
55970,4739795,5
55975,1574146,3
55985,657479,2
55986,636226,3
55990,198932,5
56003,536444,3
56007,569519,2
56012,578949,3
56031,1483767,3
56036,265036,3
56043,3629524,1
56047,579328,2
56052,500806,2
56055,0,3
56056,579426,5
56058,295061,4
56060,531259,3
56061,1152160,2
56069,294912,2
56077,3533493,4
56085,294611,5
56094,0,3
56095,0,5
56096,3860205,4
56103,1557282,2
56113,295169,4
56114,304831,3
56116,305657,4
56118,0,4
56125,5488650,5
56127,4722745,5
56128,2718186,3
56129,4176982,5
56131,596311,3
56132,1147077,5
56133,2159383,4
56134,295056,4
56135,472394,4
56138,2314500,4
56144,606582,5
56145,3908295,5
56149,1735812,4
56158,2180685,4
56162,1196671,4
56168,294928,3
56178,278884,5
56188,2300097,4
56192,295800,3
56208,4409221,5
56210,4291665,5
56211,5123245,3
56216,604726,5
56218,296330,4
56225,2094075,3
56230,638104,4
56232,0,3
56234,661869,3
56239,316682,4
56247,576480,4
56262,6583500,2
56269,206820,5
56280,653318,3
56281,621483,3
56282,287946,3
56284,1222377,2
56285,1595667,2
56295,234315,4
56298,568418,3
56300,647839,3
56305,625749,3
56309,581563,3
56310,1070463,3
56331,290990,2
56341,1067038,3
56363,573977,3
56365,1960115,4
56367,5827955,3
56371,206926,3
56378,550053,4
56385,0,4
56414,289670,4
56418,233032,4
56434,0,4
56469,3605125,4
56602,2637450,2
56637,2285924,2
56639,0,3
56653,296435,4
56686,0,1
56687,1208248,4
56712,506823,3
56720,647620,3
56729,2040876,3
56744,624224,4
56758,279267,3
56761,6490216,4
56774,3154994,5
56789,478668,5
56805,1860616,4
56813,317990,4
56841,0,3
56849,647891,2
56917,250723,3
56929,314659,3
56936,1197491,1
56960,676059,4
56964,576849,5
56966,6624044,3
56969,235731,5
56972,4329375,5
56974,1860603,2
56991,289850,2
57004,614942,5
57021,233636,5
57051,1169237,2
57061,555992,2
57123,1762791,2
57130,672226,5
57135,1226303,4
57136,0,3
57146,1546680,5
57149,294941,4
57164,295044,4
57166,1485536,3
57174,508087,3
57177,1987604,3
57186,11547103,5
57188,1726306,4
57189,1934914,4
57215,0,2
57219,1066654,3
57238,1211887,5
57244,296575,3
57256,2482493,3
57257,575850,4
57273,1924287,5
57275,2298028,3
57290,2280495,3
57293,2151635,5
57294,0,3
57298,528700,3
57304,6023853,4
57306,0,3
57307,2027283,4
57308,2038726,5
57312,1237470,5
57322,294902,5
57338,1478693,5
57340,500432,2
57349,1900124,4
57358,294806,5
57361,3661714,2
57365,1109063,2
57388,472398,3
57389,654651,4
57403,0,2
57405,0,3
57410,500210,2
57419,4307716,2
57440,557120,5
57442,249246,4
57452,1064231,2
57454,623302,3
57477,612733,3
57479,5281486,3
57504,2559691,5
57505,646235,3
57534,0,5
57544,590947,4
57565,7083535,3
57566,1193868,2
57571,3181974,3
57581,1875062,4
57583,1193761,2
57594,2700121,2
57620,2278441,4
57631,496215,5
57632,968453,4
57636,496582,4
57643,496611,4
57650,499830,2
57653,663182,4
57661,284715,5
57752,1172991,1
57757,660026,2
57768,1178270,2
57769,1178270,2
57771,490972,4
57796,1738737,5
57809,228887,5
57816,581926,5
57820,0,5
57826,5483247,3
57835,1099391,4
57837,261102,3
57843,523920,3
57868,196077,4
57870,254069,4
57871,1151671,3
57872,506849,3
57879,502296,3
57885,264809,4
57892,649180,4
57893,259407,5
57894,280576,5
57917,313047,4
57923,1181663,3
57932,1453560,4
57933,10799554,2
57951,551163,3
57957,254080,3
57968,1168005,4
57969,3807303,4
57970,608385,4
57987,1823252,4
57988,5220482,4
58000,488558,2
58011,0,3
58026,1392824,2
58029,6158681,3
58030,6991802,2
58035,6206553,3
58039,666324,2
58068,507945,2
58094,1550768,4
58095,1022986,3
58124,573344,4
58127,1721896,3
58128,0,4
58136,231571,4
58143,1811492,1
58151,3569657,3
58165,228640,3
58168,0,4
58170,0,4
58178,1570891,3
58179,499838,4
58194,1861410,3
58210,2261518,2
58217,290437,3
58218,1186532,2
58219,7804274,3
58230,1109575,3
58233,578530,4
58241,575627,4
58275,1036064,3
58283,4259519,3
58297,500438,4
58304,1228867,4
58317,615407,3
58362,557020,5
58364,1673184,3
58379,663461,3
58380,623099,3
58384,1526981,3
58444,291378,5
58515,573178,3
58536,603740,4
58540,498653,3
58551,1198036,2
58554,3337084,3
58558,2214113,2
58561,10683764,2
58568,2219306,3
58570,1823426,4
58583,6650836,5
58588,3915972,3
58592,0,5
58607,640275,3
58613,279006,5
58615,11737621,4
58616,268082,3
58628,0,4
58631,317971,4
58635,663283,2
58664,1368080,5
58683,5123992,2
58685,1308525,3
58690,1051132,3
58694,235870,3
58697,611648,3
58699,1987558,3
58702,1739991,3
58704,1792051,4
58707,1453991,3
58719,656646,4
58722,490971,4
58729,3546355,4
58745,2651005,4
58746,660975,4
58765,661635,2
58773,599380,2
58795,2649057,3
58807,1222470,3
58811,662907,2
58822,1170602,5
58824,1443209,3
58865,491121,4
58870,1881720,2
58888,1074685,3
58896,633830,4
58898,662457,1
58899,10239066,2
58902,4463922,2
58931,3386102,3
58938,1832879,3
58941,546856,3
58942,2361824,2
58948,3548829,3
58951,288871,4
58964,0,3
58965,6852781,3
58969,629115,4
58973,6028658,3
58974,234321,4
58980,2259708,3
58986,2513080,3
58987,1222664,2
58993,8593482,3
59001,8699072,3
59010,283148,4
59018,10192843,4
59033,277987,3
59046,1102035,4
59052,633544,3
59057,646025,3
59066,9805253,4
59072,3398471,5
59081,781483,5
59084,478548,4
59128,1600232,3
59129,6428777,3
59130,4065052,3
59131,289137,4
59145,498591,2
59154,621857,3
59182,5975414,5
59221,2279541,5
59287,1008502,4
59310,1172013,3
59318,1998867,3
59320,315335,2
59322,657481,4
59328,1368414,3
59363,4007964,4
59368,307624,4
59391,1138467,2
59395,2337306,5
59396,508169,5
59431,1216886,4
59435,315056,3
59443,0,4
59447,301059,4
59455,1833438,4
59475,658331,2
59482,4156041,2
59486,1193749,2
59491,0,2
59493,1201213,4
59519,2108412,3
59520,1942209,3
59521,634692,3
59524,3170196,2
59531,1055119,3
59535,1878597,3
59539,3167369,3
59542,1860375,3
59553,478741,3
59562,8541645,2
59570,658610,1
59582,1222683,3
59587,1170418,3
59599,2723128,2
59605,8112858,1
59616,662385,3
59621,5988168,2
59629,2486762,2
59633,4674726,2
59637,502455,3
59638,0,3
59657,3247112,2
59676,290994,3
59685,1632537,3
59699,3984526,3
59715,1178229,4
59717,565980,5
59719,265376,5
59726,2196958,2
59729,1197424,3
59748,500160,2
59751,3490719,1
59753,1549770,4
59757,0,3
59758,1068717,2
59761,577445,3
59762,1795381,3
59772,1737438,4
59777,1784533,3
59789,276090,3
59793,6514687,5
59797,575951,4
59804,603102,2
59808,535529,4
59844,231512,3
59847,1217146,2
59849,1016631,5
59852,289968,3
59858,582847,4
59907,1506748,3
59917,1122870,3
59922,663977,2
59933,5994503,3
59964,153965,4
59968,0,2
59970,1799399,2
59988,1308375,2
59990,500611,3
59995,3721994,3
60009,316805,3
60012,3562102,3
60021,736392,3
60031,2507593,4
60032,3805967,3
60036,304598,5
60050,658668,4
