Mhid,TA,StarRating
16492,573855,5
16494,671967,3
16497,4875392,3
16501,574895,3
16502,1221191,2
16503,288748,4
16504,288713,2
16507,1843765,3
16508,4356522,4
16509,637517,2
16511,250773,4
16512,8635849,3
16513,1201279,4
16514,1204256,4
16516,1738737,5
16520,264847,3
16522,259657,4
16523,259498,5
16524,274299,4
16525,265863,4
16526,305555,4
16527,1061419,3
16530,671487,4
16531,264836,3
16532,455597,3
16534,305561,4
16535,553358,4
16536,290012,4
16537,1191947,4
16538,289104,5
16541,609941,4
16542,507983,4
16543,584411,4
16544,615705,4
16546,566511,3
16547,655576,5
16548,305564,4
16549,286745,4
16551,264195,4
16552,253383,3
16553,0,3
16554,566525,3
16555,566626,2
16556,1107840,5
16558,254077,4
16559,250768,4
16560,240878,5
16566,229301,5
16750,581934,3
16758,4324608,4
16766,1128495,3
16769,260810,3
16771,218492,5
16779,228904,4
16905,250647,4
16921,276376,3
16925,502937,4
16944,298868,5
16961,7890303,3
16992,224535,3
17002,235563,3
17034,289549,4
17048,1114785,3
17064,260668,4
17066,1186586,4
17078,637651,3
17080,150841,5
17087,596331,4
17097,284401,2
17098,677823,4
17109,782228,4
17112,483372,3
17123,500548,3
17126,290262,2
17131,2693924,4
17149,497463,3
17166,2572140,4
17185,529246,3
17186,275673,3
17187,1907065,4
17188,1645240,3
17189,235103,3
17190,1160863,3
17193,1916439,4
17198,258778,3
17199,1638049,4
17200,199638,4
17202,199676,4
17204,199643,4
17205,240786,3
17211,199677,4
17216,264932,3
17217,657453,3
17219,7034235,3
17223,596244,4
17224,1059782,4
17225,1214292,4
17232,299708,4
17236,1200707,3
17242,302098,5
17246,1777624,5
17248,1961531,4
17250,302206,5
17255,2445260,5
17258,0,4
17264,507713,3
17269,2216146,3
17281,2065174,3
17283,1073168,3
17291,659776,2
17293,0,3
17294,0,3
17295,1065163,4
17299,583583,3
17302,0,4
17304,1171726,3
17307,1161466,3
17309,1103308,3
17312,306333,3
17316,499063,3
17317,621570,3
17319,317174,3
17322,317209,4
17326,310256,3
17329,654829,4
17330,1175806,3
17331,556004,3
17333,499779,4
17335,500116,2
17338,1169239,3
17340,1835067,3
17342,316234,3
17343,315036,3
17347,507902,3
17349,316253,3
17350,500407,3
17355,316224,4
17372,1943901,3
17385,2214493,2
17386,0,3
17388,1221138,2
17416,152896,5
17417,2627483,5
17419,671741,5
17425,2514172,5
17436,290943,2
17440,0,4
17444,598998,1
17451,569706,3
17452,558250,3
17454,1021521,2
17455,619371,4
17456,93543,4
17457,0,5
17458,281697,4
17459,93561,4
17460,208455,4
17462,500308,4
17465,1226339,3
17470,1177414,3
17471,566640,2
17474,566644,3
17475,573834,3
17478,75705,3
17479,87934,3
17482,320485,3
17485,84482,3
17490,228556,3
17493,289667,3
17494,237040,3
17495,93610,4
17496,289662,3
17497,150763,5
17498,272893,3
17499,218936,4
17500,113329,4
17504,659467,4
17508,248982,4
17509,149397,5
17511,1450731,2
17513,497833,4
17515,482997,2
17516,580839,3
17518,674923,5
17519,568701,3
17521,1065803,4
17522,0,4
17524,248962,4
17525,618908,2
17529,0,4
17530,0,3
17532,586027,3
17534,250792,5
17535,0,3
17538,290957,2
17546,217381,4
17551,85370,3
17552,559344,3
17554,250612,3
17557,223718,3
17558,784572,2
17559,629136,1
17564,291375,3
17568,587323,3
17570,1151349,1
17571,294426,2
17572,284121,3
17573,502349,1
17575,483274,3
17576,6621025,3
17577,603656,2
17578,0,3
17579,598992,2
17581,217214,4
17588,289718,4
17589,596685,4
17604,295807,3
17608,1225375,3
17609,567782,1
17620,289253,3
17621,573960,1
17622,583963,5
17623,292956,3
17624,85981,3
17634,217813,3
17637,0,5
17639,599074,2
17640,289260,4
17643,3946523,2
17646,573526,4
17647,289665,3
17651,1854183,1
17654,0,1
17657,508374,3
17658,566787,3
17659,291615,3
17660,786221,2
17661,296923,4
17662,599065,2
17664,608282,3
17666,584337,4
17668,324608,3
17670,248497,5
17671,596514,4
17672,228868,3
17673,472072,4
17675,253987,4
17676,645743,4
17679,234269,4
17680,228592,3
17681,234311,4
17682,577847,2
17685,535664,2
17686,325907,3
17689,1149481,2
17690,622653,4
17691,91673,4
17692,114889,3
17695,291021,3
17697,535594,4
17698,1144236,1
17702,615818,3
17703,1167070,4
17704,272951,4
17706,0,5
17707,259396,4
17710,530955,2
17713,87752,3
17715,643501,2
17717,1166146,1
17722,584795,3
17723,85201,3
17725,578305,4
17729,238636,4
17740,1143064,4
17742,573170,4
17749,234399,4
17750,500914,4
17756,195659,5
17760,228748,4
17762,230745,3
17769,253138,5
17771,1173665,4
17788,285978,3
17791,287932,2
17792,259303,3
17793,538093,4
17801,1141877,3
17804,287443,4
17805,500223,3
17806,1221118,3
17811,264355,2
17813,267704,5
17817,1118928,4
17820,598969,3
17821,500755,3
17824,197195,4
17829,287033,2
17840,603049,5
17843,238633,4
17845,1103394,3
17847,503384,4
17855,498470,4
17858,1137621,3
17860,498530,3
17870,595425,3
17873,268765,5
17875,197204,3
17877,268455,3
17883,3206822,4
17884,625586,4
17885,666282,3
17887,1778272,3
17890,565410,3
17892,315311,3
17895,291037,4
17901,507867,4
17910,263429,4
17914,2559492,2
17920,643435,3
17926,1185862,3
17928,618064,3
17935,507882,3
17942,498456,3
17943,497730,3
17947,543253,4
17952,308815,3
17954,1456507,4
17955,1015983,3
17959,611703,5
17960,482672,5
17965,0,5
17967,654486,4
17971,197205,3
17977,232365,4
17981,654597,3
17983,611193,5
17988,84327,2
18004,225270,5
18005,1237140,3
18008,85952,3
18009,86085,3
18017,504538,4
18030,316544,4
18031,642945,4
18032,0,3
18036,647311,4
18039,638039,4
18040,1750194,4
18042,1516654,4
18043,1774293,3
18044,665547,4
18045,649519,4
18047,525779,4
18049,1383356,4
18050,1555390,4
18052,1641679,3
18054,519374,4
18061,633852,4
18126,3519321,3
18130,2329764,3
18134,1593915,3
18136,2307347,4
18138,1965907,3
18140,300625,4
18141,302959,5
18143,308747,3
18144,10821858,4
18145,0,4
18146,309099,4
18148,301388,4
18150,305402,4
18151,305228,4
18152,308730,4
18153,299230,4
18155,309090,3
18156,305496,4
18159,305548,4
18160,308774,3
18161,302769,5
18162,300431,4
18163,308305,4
18164,304631,4
18165,305342,3
18167,320114,4
18168,299552,4
18169,302300,5
18172,302770,5
18173,308981,4
18174,299550,3
18177,299779,5
18179,447652,4
18180,299232,4
18181,580606,4
18182,305525,4
18184,597976,2
18185,301007,5
18186,300427,4
18188,301340,4
18189,301334,4
18190,304494,5
18192,299556,4
18193,450916,4
18194,0,3
18196,305237,3
18198,308724,4
18201,308962,3
18204,581921,2
18205,581923,2
18206,613026,5
18209,299585,5
18210,301563,4
18211,304495,5
18213,648425,3
18214,299558,3
18219,301332,4
18220,301336,4
18221,581912,2
18223,634591,2
18224,1308221,4
18225,301884,5
18226,594262,4
18227,649258,4
18228,574395,4
18232,299780,4
18240,305611,4
18242,305396,3
18244,447374,3
18245,305512,4
18246,447589,4
18247,447593,3
18248,320489,4
18249,619165,5
18251,1634420,3
18252,580611,3
18253,308727,3
18255,447366,3
18256,305283,4
18257,478078,3
18259,308996,2
18262,1070373,2
18268,310475,3
18269,309887,3
18271,613024,4
18273,643721,3
18277,677819,3
18280,619166,4
18281,0,4
18286,456302,3
18289,305223,5
18295,301613,4
18298,0,4
18302,305461,4
18305,601516,5
18313,212672,4
18316,187627,5
18318,559524,4
18319,213287,3
18327,550920,4
18331,212675,3
18334,209075,4
18336,209090,3
18345,213298,4
18346,622587,4
18347,651610,4
18348,212936,3
18349,212809,4
18351,209080,5
18354,671537,3
18355,213290,3
18365,584076,3
18368,1539162,4
18370,304266,4
18374,1514326,4
18375,566082,4
18381,1013547,3
18382,2010031,3
18385,1109939,3
18386,506985,3
18387,1654977,3
18390,1809204,3
18398,0,4
18404,1651555,5
18411,1478334,4
18421,1724002,4
18425,7705803,4
18428,1811884,4
18429,1202686,4
18430,1516629,3
18432,1728123,5
18434,618551,3
18439,1905654,5
18442,1744389,3
18444,325646,4
18445,1949597,5
18450,1384399,4
18455,1935307,4
18459,673920,4
18460,2281355,4
18462,306639,3
18463,1736781,3
18466,2222787,5
18468,306743,3
18469,306734,5
18472,3155460,3
18476,3569911,3
18477,306751,4
18478,497631,4
18482,306758,5
18483,307909,3
18484,615838,4
18485,446842,4
18486,602087,4
18490,497636,3
18494,301681,4
18496,497635,3
18498,308235,3
18501,301379,5
18504,299809,5
18505,306626,4
18506,506232,4
18507,596926,4
18508,582465,4
18509,601293,4
18513,602352,5
18514,299721,4
18515,455422,4
18517,614923,3
18518,304493,5
18522,306689,4
18524,589362,4
18525,306631,4
18526,455103,2
18527,306684,5
18534,0,4
18538,803492,4
18540,634915,5
18542,1014553,2
18544,308513,3
18545,301570,5
18548,1122104,2
18552,301691,4
18553,301533,3
18554,455104,3
18555,306761,5
18557,1490970,4
18558,501187,2
18560,506695,2
18561,1227161,4
18563,306639,2
18564,302099,4
18566,306636,5
18570,446841,3
18571,566083,4
18572,301868,4
18575,1057300,3
18576,621597,4
18577,582045,4
18578,676106,4
18579,1078457,4
18631,291148,3
18635,1526109,4
18641,2059246,4
18671,305270,5
18677,587262,4
18683,260178,4
18684,253498,3
18686,229307,5
18693,640261,5
18720,1200370,4
18724,147782,4
18729,148996,3
18730,0,3
18734,148949,5
18736,155155,3
18737,251578,5
18738,263559,3
18743,1094847,5
18745,0,3
18746,652636,4
18749,1604118,5
18752,1881415,4
18754,2026148,3
18756,151488,3
18758,2099987,2
18760,155387,3
18761,483824,3
18764,155079,3
18768,147496,5
18770,148799,5
18772,155121,3
18773,151281,3
18780,148998,3
18786,646614,3
18788,150410,3
18789,148156,3
18805,155168,3
18808,266771,2
18809,251584,3
18813,295544,3
18815,269050,2
18820,953211,3
18821,148748,4
18825,151492,3
18826,1604119,5
18827,209673,3
18828,278141,3
18830,218561,3
18831,1094847,5
18833,155168,3
18834,148625,5
18835,274597,3
18836,147501,3
18840,503554,3
18841,265558,3
18843,283186,4
18845,2142586,4
18846,278154,4
18848,290934,4
18876,275944,5
18877,266533,4
18879,1211760,4
18880,593100,3
18881,1225297,3
18884,293273,2
18891,499788,3
18902,507185,4
18908,229112,4
18909,306902,3
18910,290708,4
18913,267333,3
18914,232259,4
18915,1940765,4
18918,0,3
18919,264936,3
18920,1052587,3
18921,501319,4
18922,232438,4
18923,319670,3
18926,601312,3
18929,656905,5
18930,1151779,3
18931,1511913,3
18936,1187558,3
18937,1719218,4
18938,293500,3
18941,480287,4
18942,206823,4
18945,0,2
18946,229115,5
18948,275943,5
18949,275942,4
18968,289776,3
18998,232040,5
19007,292169,3
19014,275664,3
19026,302601,4
19035,1145846,3
19036,674173,3
19037,581237,3
19038,596557,4
19039,229113,5
19040,278157,3
19042,264940,4
19043,585452,3
19047,234327,4
19050,267338,4
19051,231312,5
19053,566517,3
19054,0,4
19061,1172319,2
19062,1463208,4
19063,1785660,5
19065,603220,4
19066,1857008,4
19067,498553,2
19068,496520,3
19070,286944,3
19071,1823683,5
19073,526588,5
19079,1553922,5
19080,306642,5
19081,304696,5
19082,1642600,4
19088,301562,5
19089,572764,5
19090,299707,2
19091,301525,4
19092,302778,5
19093,1742736,2
19096,568574,4
19097,299237,4
19098,1220349,5
19103,302457,5
19107,506194,5
19108,301532,3
19113,206795,3
19120,499758,4
19124,315025,3
19126,500409,3
19129,582267,3
19136,499035,4
19137,500072,3
19141,300028,5
19143,1104815,3
19146,300025,5
19148,673676,5
19149,615807,3
19152,315010,3
19153,3345925,3
19154,3210843,3
19170,615523,3
19179,1179693,3
19184,500154,2
19189,589790,2
19192,1227052,3
19206,0,4
19215,653314,4
19220,574981,3
19221,228882,4
19225,84808,3
19243,142271,2
19244,573362,3
19246,288710,3
19247,76083,5
19251,277210,4
19259,87339,3
19262,262712,3
19266,622721,3
19269,0,4
19270,1220801,3
19273,0,2
19289,500653,4
19290,112082,3
19300,291316,2
19304,572555,2
19306,230949,4
19307,559667,4
19308,482680,3
19309,945483,1
19315,0,3
19316,1086686,2
19318,498123,4
19327,85114,2
19334,85315,3
19345,223809,5
19352,86942,3
19354,0,5
19363,276540,5
19364,583799,1
19367,227145,5
19368,614737,5
19372,649828,4
19373,299629,5
19374,85283,4
19376,84834,4
19379,1119451,1
19380,228207,5
19385,292135,3
19389,217366,4
19390,84900,3
19394,223082,3
19396,503024,4
19406,535747,3
19408,464596,5
19410,299642,3
19411,623280,5
19412,206669,3
19413,531015,2
19414,0,3
19419,0,4
19423,77605,4
19426,81669,4
19427,659595,5
19431,81103,4
19432,112347,3
19433,81803,3
19434,81520,3
19436,503070,5
19440,664495,3
19441,1235885,5
19447,1161718,3
19448,1152033,1
19461,232856,4
19468,6224897,4
19470,292170,3
19472,278976,3
19481,508162,5
19483,1145969,3
19490,583778,4
19491,500146,3
19504,1200790,4
19527,1226035,3
19537,233781,3
19551,198095,4
19555,3263818,2
19556,1149364,5
19557,243531,5
19560,650588,4
19574,633625,4
19577,234556,5
19587,206618,4
19588,243896,3
19589,665213,4
19591,206601,4
19594,260484,3
19604,225014,4
19611,589860,2
19612,1025011,1
19613,1456255,5
19614,277590,2
19615,668832,3
19616,1533733,3
19618,1418538,5
19622,248844,4
19624,661331,3
19625,1012791,5
19629,285140,5
19630,500406,4
19633,119728,4
19637,231691,3
19639,289677,3
19640,647889,4
19641,289676,4
19642,291001,4
19644,277882,3
19646,499955,3
19647,629115,4
19648,1310704,4
19651,672361,2
19654,314849,3
19656,292382,4
19663,217306,3
19665,1391738,3
19672,506928,3
19676,477472,4
19678,1626939,3
19681,530900,3
19685,0,4
19686,1149404,3
19689,255198,5
19692,296925,4
19693,290630,2
19696,633038,4
19699,1136585,4
19700,1413783,3
19715,488609,3
19720,1477471,2
19723,1519699,2
19724,1382900,4
19726,1191806,3
19728,506418,4
19730,291589,4
19732,1391593,3
19733,1555517,5
19735,1021000,3
19739,3954862,2
19743,238835,4
19745,1727030,4
19746,1161109,4
19747,658396,3
19753,225182,2
19757,80019,3
19759,195214,4
19766,1206599,2
19771,629473,4
19773,584207,2
19774,602089,3
19776,0,5
19777,729558,2
19780,670138,2
19790,1545579,2
19791,228534,5
19792,191223,4
19796,314878,1
19798,0,3
19799,228635,4
19800,1441246,2
19804,595583,2
19808,3628321,2
19810,236952,2
19812,315448,4
19813,595579,2
19816,0,4
19817,1088707,4
19819,1128592,3
19820,120217,3
19821,807400,2
19822,1194668,2
19824,1013751,2
19829,76741,4
19830,85050,4
19831,579015,2
19833,1017752,5
19837,1186452,4
19839,1185960,2
19841,739173,3
19852,0,4
19853,1563908,1
19855,256012,2
19859,616919,3
19863,209406,5
19864,649833,4
19878,80004,3
19883,79981,3
19889,650054,3
19916,99307,3
19926,224601,3
19932,0,3
19938,223904,4
19940,643796,3
19941,1595920,4
19944,120497,3
19946,1770918,5
19947,264417,3
19948,85781,3
19951,1198707,3
19954,662075,3
19957,217597,3
19958,287307,4
19959,0,5
19964,208820,4
19966,87442,3
19970,1829539,5
19973,91904,4
19976,85340,4
19979,664920,2
19986,0,3
19987,85356,3
19988,268127,3
19991,85383,4
19993,123527,3
19995,258647,5
19996,85452,4
19997,2279230,3
19998,262294,3
19999,225751,3
20001,1465362,2
20004,1179786,2
20005,1878647,3
20010,84804,3
20012,84802,2
20013,86038,4
20015,1852917,3
20016,76091,3
20018,498304,4
20030,91770,3
20031,119643,2
20032,97786,3
20033,0,3
20035,1172991,1
20037,119482,3
20039,2640002,1
20046,604161,3
20048,238620,3
20049,1588273,4
20058,536445,4
20061,640429,3
20063,567226,4
20065,0,3
20066,546864,2
20067,1783324,4
20078,287891,2
20079,500311,3
20085,206952,4
20086,243535,3
20087,0,2
20088,80774,2
20098,620359,4
20101,234812,4
20107,629209,1
20109,1603348,4
20113,233053,2
20116,1308945,3
20117,676834,2
20119,1144568,3
20121,482698,4
20129,235733,5
20135,478729,4
20137,667356,5
20138,490926,2
20151,573789,4
20153,0,4
20160,566636,4
20162,87020,3
20168,1520324,2
20174,80786,3
20178,1151413,3
20183,274202,3
20184,662198,3
20188,82114,2
20193,93376,4
20213,209403,3
20238,0,4
20269,91981,2
20271,91948,3
20297,80580,3
20300,628619,3
20302,482154,4
20306,674661,5
20314,1022061,5
20315,226023,4
20316,119742,2
20362,0,2
20363,503598,5
20392,1235866,4
20402,1235897,5
20432,248476,3
20438,805827,4
20454,85524,4
20456,217844,3
20467,0,4
20483,1485961,4
20500,1060157,3
20562,80864,3
20584,80188,2
20636,126303,3
20638,85380,4
20639,0,4
20647,252509,5
20805,507156,5
20806,1555423,4
20807,0,4
20809,1052485,3
20811,1479615,5
20812,1732153,4
20815,1553492,4
20816,543185,4
20817,306600,3
20818,1079985,3
20820,1087335,5
20822,1875857,5
20825,2285410,5
20826,1491843,3
20827,1018913,4
20828,2154485,5
20829,595505,3
20832,1914328,3
20834,1595122,4
20835,304479,5
20836,583906,5
20838,580602,3
20840,301683,5
20842,304480,4
20844,646349,4
20849,325377,3
20850,154116,3
20851,2041206,3
20857,150711,3
20858,147786,3
20859,150701,4
20860,281500,3
20863,151284,4
20865,147875,3
20870,1234133,3
20871,150703,3
20872,293046,3
20873,2202180,4
20874,154100,3
20877,150725,2
20882,154126,2
20883,154138,3
20884,147699,4
20885,150723,3
20887,253678,3
20888,154101,4
20889,154132,2
20891,150699,3
20892,242132,3
20893,154108,3
20894,151286,3
20895,150706,4
20900,267585,4
20902,147777,4
20903,147778,4
20904,147780,4
20905,147776,4
20906,239274,4
20907,150733,4
20911,299231,5
20912,307155,5
20913,300624,4
20914,806674,3
20915,729376,5
20916,299546,4
20917,0,4
20918,0,5
20919,549700,4
20920,1928389,3
20921,1210401,4
20922,302456,5
20923,300434,5
20924,301386,4
20925,614241,4
20926,299497,4
20927,306702,4
20928,305249,5
20929,320298,4
20930,301808,5
20931,939455,4
20932,0,5
20933,301331,5
20934,1110622,3
20935,1160102,3
20936,1173928,3
20937,627545,3
20946,1378967,3
20948,1158128,3
20949,1210398,4
20952,1315544,5
20953,1012383,4
20954,1201150,5
20955,866475,3
20964,1055089,4
20965,681100,3
20966,1108233,3
20978,308699,4
20980,1226462,5
20981,0,3
20985,1382244,4
20986,1528347,4
20988,1383127,3
20989,1079563,2
20991,305481,4
20992,0,4
20993,1486736,3
20994,1372537,3
20995,1486252,4
20997,1493816,3
20998,0,3
21000,1236698,3
21001,1448078,3
21003,671957,4
21006,1600205,4
21008,536447,3
21009,1588108,4
21010,1010101,3
21011,0,3
21012,735816,4
21014,1598516,5
21015,633078,2
21016,1460355,3
21019,1509981,5
21021,1464930,3
21029,1653151,3
21036,1478639,4
21037,1585947,5
21039,1051335,3
21040,1540873,5
21042,1746106,4
21046,1627122,4
21047,1500032,4
21049,1720924,4
21050,1572845,3
21051,1802268,5
21052,1941586,4
21053,1816035,4
21055,1900729,2
21056,0,3
21058,648392,3
21070,2244772,2
21071,1796659,3
21149,206743,4
21151,229645,4
21155,206313,3
21157,634916,3
21160,8867723,4
21164,280771,3
21165,583813,4
21166,207305,4
21169,1479477,2
21170,1737273,4
21171,228459,4
21172,228422,3
21175,232098,4
21176,206754,3
21177,238257,3
21182,227150,5
21188,651166,5
21190,530526,4
21192,566509,5
21195,154452,3
21197,219163,5
21200,0,3
21201,153378,5
21202,154414,3
21203,297111,3
21204,155820,3
21205,530483,5
21206,260444,5
21207,209428,5
21209,154448,4
21210,154412,4
21211,154416,3
21214,774804,5
21216,591029,5
21217,1126417,5
21218,1204526,5
21221,1179622,4
21222,1213971,5
21228,1550490,4
21231,1577413,4
21232,0,4
21236,154896,4
21237,1145564,5
21238,1405794,4
21239,155986,3
21243,273218,3
21244,156853,4
21245,1656412,3
21268,2034192,5
21269,254865,4
21270,1550460,3
21273,249861,4
21277,226759,3
21278,671008,3
21281,3524456,3
21288,535230,5
21289,152892,5
21290,552302,4
21298,268057,3
21300,311810,3
21301,315136,5
21303,524093,5
21306,154428,4
21307,185329,5
21310,252492,4
21313,219156,5
21318,282089,3
21319,154868,5
21321,294969,3
21322,214263,4
21323,503456,5
21325,263373,5
21327,152681,5
21330,525248,4
21333,169870,3
21334,152895,5
21336,152894,5
21338,155824,5
21339,154731,4
21340,282105,4
21342,153142,5
21343,754466,3
21344,289651,3
21345,629119,3
21361,1236752,5
21362,1141266,5
21363,1503664,5
21365,1200931,3
21366,1145484,4
21368,1995299,5
21369,1025733,4
21372,1397867,5
21373,1675299,2
21376,0,5
21377,305354,5
21378,301589,5
21380,582976,5
21382,806378,5
21388,777118,3
21392,1060227,5
21393,1016546,4
21394,1120857,3
21401,601895,3
21406,611675,3
21407,1222973,3
21410,1173922,2
21411,301537,3
21413,1079054,4
21416,1088877,4
21417,1149156,5
21418,299705,4
21423,306749,4
21425,1093097,2
21428,1200568,2
21429,597862,4
21431,1139697,4
21440,652998,3
21442,1053361,3
21443,1657537,4
21445,1687451,3
21448,582842,3
21449,1736451,2
21450,1547042,4
21452,0,3
21453,306729,3
21457,287710,4
21461,575477,4
21462,249246,5
21463,446903,5
21464,286916,5
21467,0,3
21468,0,4
21469,233024,4
21470,1389862,4
21471,1218245,4
